text,true,response,pred
"This movie is honestly one of the greatest movies of all time...if you suffer from insomnia. It is a fool proof way to guarantee hours of sleep at a time. As the movie slowly progresses, the audience slips into a state of unconsciousness and gradually loses sight of any sort of plot that the movie might actually contain. This effect is surely created due to the lack of sweet action sweet babes. Also, Mr. Eisenstein was obviously unable to master the art of montage. A prime example of this is the scene on the Odessa steps. For no apparent reason, an event that in real life would have taken a matter of seconds is transformed into a seven minute nightmare for any sane viewer. This editing flaw tarnishes any sort of realism in the entire film. Honestly, i've seen more realistic editing watching cartoons. Some individuals who have commented on this title have hailed Battleship Potemkin as: ""One of the greatest movies of all time"" and, ""Truly a masterpiece"". Well i'm writing this comment to persuade readers to avoid watching this film at all costs. My best guess is that my fellow Potemkin critics simply wrote the wrong words in their summaries. Surely what they meant to say was: ""One of the greatest snooze fests of all time"" and, ""Truly an epic fail"". In conclusion, don't waste your time. If you are interested in watching a movie of far superior quality, go to www.youtube.com and watch a Halo 3 montage. If i played the movie ""Battleship Potemkin"" in a game of slayer on guardian, i would shoot it in the face with my sniper rifle and then teabag its dead body. PEACE!",neg,Negative,neg
"What an utter disappointment. Forget this abysmal film and get hold of the TV series instead. What on earth were they doing making the American president relatively sane? ALL the politicians should have been bumbling buffoons (Peter Cook is good as the British PM). It lacks the biting satire of the original, going instead for ""lowest common denominator"" slapstick. 1 out of 10 if I'm being generous! This is unfortunately yet another example of a remake which totally misses the point of the original, the difference with this one being that they were both written by the same people.",neg,Negative,neg
"This movie reminded me a lot of a song by the Dead Kennedys called ""Straight A's."" However, unlike this film, the hero of the DK's song turns to suicide. You'll wish this bozo had resorted to killing himself instead of doing the crime he did. The whole thing was convoluted and in the beginning, you sympathize with the hero of the film, then he quickly betrays your sympathies. The long sequences of just showing the hero's face while he delivers a monologue drag the film down quite a bit. Avoid this if possible.",neg,Negative,neg
"I cannot believe I enjoyed this as much as I did. The anthology stories were better than par, but the linking story and its surprise ending hooked me. Alot of familiar faces will keep you asking yourself ""where I have I seen them before?"" Forget the running time listed on New Line's tape, this ain't no 103 minutes, according to my VCR timer and IMDB. Space Maggot douses the campfire in his own special way and hikes this an 8.",pos,Positive,pos
"The movie shows many feelings and emotions that are very strong and personal. The atmosphere in the movie is very tense and sad. You can really get a clear picture of what the main character is going through, and how he is responding to the world around him. I think it is a great movie, and that everybody should see it. ",pos,positive,pos
"If you want to see a film starring Stan laurel from the Laurel & Hardy comedies, this is not the film for you. Stan would not begin to find the character and rhythms of those films for another two years. If, however, you want a good travesty of the Rudolph Valentino BLOOD AND SAND, which had been made the previous year, this is the movie for you. All the stops are pulled out, both in physical comedy and on the title cards and if the movie is not held together by character, the plot of Valentino's movie is used    well sort of.",pos,Positive,pos
"I guess this is the first movie that made me aware of the term ""cult flick"". It is totally a bad movie, but I can't help it, I like this movie. Richard Boone has made better and so has Joan Van Arc, but if you are in to staying up late and watching movies that don't make you think to much this one is for you.",pos,positive,pos
"I wasn't expecting much from this film, but was eager to try something which I initially thought would primarily be an early 80s teen horror. Although three teens are somewhat critical plot, it is by no means a teen horror film. 'The Power' is about a little Aztec idol that exchanges many hands as its possessor (who must be adult and thus, 'corrupted') becomes the vessel for unleashing all of the idol's evil, and often with deadly implications for not only the victims of the possessor, but of the possessor himself. After making several exchanges in vying over control of this thing, three teenagers wind up finding it and can't figure out what it is, except that since they found it, strange and dangerous things are afoot. They offer to explain the situation to a news reporter who doesn't buy into the spiritual bologna. Although, it is her producer who wants to investigate further, especially if it means he can get control of the idol (I presume the teens are even not yet corrupted enough to feel the dangerous desires encouraged by the idol). It is a story told a thousand times, particularly in 1950s and 60s horror and science fiction fare. This one was at least, for me, able to sustain some interest. Though low budget, it was not done so obviously cheaply or loaded with bad acting as many of the low budget, come and go horror fare of the earlier decades had (nowadays, they have the same cheesy qualities, but bigger budgets). We are spare enough of it to at least allow ourselves an opportunity to become at least a little bit absorbed with the eerie atmosphere and so forth, despite a story of clichés. And, though not terribly gory, the special effects were done nicely. Again, it is routine horror tale, especially with the ending (which by modern standards has become a device that is annoyingly overused), but one that is not so embarrassingly bad. It might be worth checking out, even if just for laughs.",neg,Positive,pos
"this is an example of a movie that can have great potential and is executed very poorly.. i am a fan of kids and thumb sucker and many other so called teen angst films, but this one bugged me. why is every white kid made into a thug who loves rap, its getting to be one dimensional. the acting was awful but simple since It mainly consisted of just dropping f bomb after f bomb just a bad bad movie if you'd like to see better movies like this : thumb sucker kids bully all those i think are better so i recommend one of those is you'd like to see a good ""teen movie"" i hope my comment you found useful and hope you hear future comments from me",neg,negative,neg
"Well, i expected, for all the hype and Oscar nominations, an epic Civil war drama (& something with the ""magnitude"" of the ""English Patient"" given the same director). This film isn't of epic stature, but it turns out i was relieved it wasn't. It's a love story in the midst of the horrors of war where young men are sent off to fight, deserters are tracked and killed, and the women and children at home are left to fend for themselves while the men are gone. Anyway i thought Nicole Kidman and Rene Zelleweger were pretty decent and not knowing much about Jude Law, he was all right, also. It seems Rene Z. had the more fun part of the 3 leads and was able to smartly play a spirited, feisty downhome woman with much aplomb. Also for me it was good to see actress, Kathy Baker...someone's who's talent needs to be more recognized acknowledged. This film is worth seeing this    i'm can't articulate why really, but maybe because it is a slice of Americana.  ",pos,positive,pos
"I think vampire movies (usually) are wicked. Even if the film itself isn't all that good, I still like it 'cos its got vampires in it. But this stinks. It really does give vampire movies a bad name. For a start, the cheapness really shows. I'm not usually that bothered about low budget films   one of my favourite all time movies is El Mariachi which only cost $7000   but I hate this. The actions a load of crap as well, resorting to a 'stylish' wobbling camera which gives you headache. Theres not much more to say other than don't watch this. I bought it for £1.50 as it was an ex rental and I feel cheated out of my money, even for that low price.",neg,Negative,neg
"Could possibly be the worst film ever made. At least plan 9 From Outer Space was funny. I can't believe they talked someone into actually putting up money to make this thing. Complete waste of celluloid. Before I saw this crap I had some respect for Kristophersson. I guess somebody needed a tax write off. Please, in the name of all that which does not suck, stop whoever made this, before they suck again!This movie should be avoided by all people who are not on LSD, or my crazy cousin that insists we're part Native American.If you are in the woods, and an owl starts talking to you, see a psychiatrist. It is not necessary to make a movie about it.",neg,negative,neg
"This movie lacks in everything. Except Bobby deol, who in his own standards is mediocre, no one in this movie has come close to act in a single scene. Kangana is complete fake in her acting. The great Anupam Kher has a guest appearance and is better in those 2 minutes than bobby in the whole movie. The music does'nt compliment the movie that well. The contrast in Music between Bobby and Upen is not highlighted that well. Great concept gone completely wrong. The movie does'nt have a proper ending. Please don't waste your time as i did on this movie",neg,negative,neg
"This movie is everything a Tenacious D fans can hope for. Director Liam Lynch partnered with The ""D"" is a concoction of epic proportions. Of course you need to understand the humour and format of Tenacious D. When I saw it there wasn't too many laughs from the audience but the reason is not a lack of humour or intelligent jokes. This movie seems to have been released on to an unsuspecting public that haven't familiarised themselves with the musical duo. This movie does stay true to it's roots. For the few of you who have seen the HBO TV series and heard the album, they have not forgotten what their audience loves. Like the TV show people have noticed from the trailer the JB and KG apartment scenes and of course the open Mic nights that each Tenacious D episode would start and finish with. The soundtrack is phenomenal and each song blows you away. ...And Dave Grohl plays a fantastic Devil. This is the perfect movie for those of you looking for a hard time and a rocking musical.",pos,positive,pos
"Prince of Central Park (2000) is so utterly bad. It was a pure waste of my time and I can't believe I actually watched the whole thing. Please do not watch this movie, if it's the last thing you do!",neg,Negative,neg
"God cuts himself with a straight razor, afterwards, he gives birth to mother earth, which then gives birth through gods semen, son of earth.  This is a one and a half an hour movie that sort of depicts a dark version of how god created the world. Its surreal, dark and poetic. The most important aspect of the film to me is the visuals. Its shot in a very grainy black and white film, using both slow motion and normal shooting. Sometimes even fast film and stop motion. The scenes are long and dragged out, that sets a very weird mood. No sounds were recorded when filming (i think), sound effects were added afterwards, such as criccets, water and other ambient sounds, repeated over and over. As you might understand this movie is certainly not for the impatient person... I often felt it was similar to David Lynch's Eraserhead, only this one is even harder to understand, and even more dragged out, but that's okay for me, I like that kind of stuff. Its certainly not entertainment (at least not the Hollywood kind) so if your going to check it out, i recommend you set yourself up for it. Be open minded, and except something like the end of 2001: a space odyssey.",pos,positive,pos
"Watching John Cassavetes debut film is a strange experience, even if you've seen improvisational films before. The first thing you notice is it's roughness. Right off, it's obvious some of the characters are screwing up their lines. But then you step back from the situation, as you sink deeper into these people's intimate exchanges and you ask yourself: ""Do I ever stumble over MY words?"" The answer of course, is sure, we all do. It's unfortunate that most of the gaffes in this respect come early in the picture, because, by about twenty minutes, you've sunk so deep in you wouldn't know it if a bomb went off behind you. The next thing you notice...or maybe you notice it hours or days after the film ends, is that you never saw any substantial plot, yet the themes and the poetry of the dialog and characters never leave you. In fact, the treatment of the role race plays in the everyday lives of these characters is always there, but it's so ephemeral that even they aren't aware of how it's informing their opinions of themselves, their self consciousness, their perceived status, or the fate of their relationships. The title is appropriate because you get a full spectrum of blacks, whites, and grays...and not just in the skin pigmentation of the characters. Leila Goldoni (truly remarkable here) is an afro American Caucasian, her two brothers are white and dark afro American. The irony is that they exist in what is undoubtedly the ""hippest"" most tolerant atmosphere of the time...beat driven upper east west Manhatten...and there are still conflicts within and around themselves. I don't think I've ever seen a movie with such a subtle delivery or technique. It's a lot like absorbing a really great piece of gallery art and then just nodding off in bliss as you think back to the images it evoked days later. Great mastering and extras on the Criterion disc. Arguably the first truly experimental independent film ever made.",pos,positive,pos
"Well how can I categorise Farscape without resorting to gushing superlatives? Ok, here goes! The scripts are fantastic, with each episode offering so much entertainment, drama, humour and sheer watchability. The casting is perfect especially that of Zhaan (the blue lady) played by Virginia Hey, each character has a depth that just isn't there on the Star Trek series. I think having an Australian spin on the show makes this for me, Australia has been knocking out quality films for years and Farscape is no exception. I have only seen the first four episodes in UK order and they have a quality that makes each 45 minute show (in the UK) stand out more like a film than a weekly TV series. The episode that really does it for me is 'I, ET' which turns the alien concept around where Moya (a living ship, even the spacecraft has a great character) is forced to land on a planet that has yet to make 'First contact' and is surprisingly earth like and Crichton meets a radio telescope operator and *he* is the 'little green man' to them. Gripping stuff. In short the effects are great, the scripts are top quality and the main characters (not one of them really given any more importance than any other) are interesting, not always 'good' and well just excellent. Roll on the second season!",pos,positive,pos
"A real insult to the original ""Spoorloos"", which is one of the most genuinely disturbing films (and I intend this as a compliment!) I have seen in the last years. Where the original is chilling and brilliant, the remake is flat and even boring, especially the ""happy end"" finale takes away what little suspense there was in this film in the first place. While such a distortion (especially grafting a ""happy end"" which wasn't there previously) is quite frequently the case in ""Hollywood"" remakes of European art house movies and could've been expected, the biggest disappointment lies in the fact that this inane mess was created by the very same filmmaker who did the original ""Spoorloos""... Why Mr. Sluizer decided to ruin his masterpiece in such a fashion is beyond me. Avoid this abomination at all cost, as it might spoil the original for you even if watched *after* that, let alone the other way round...",neg,Negative,neg
"I saw The Greek Tycoon when it first came out in 1978. I found it extremely boring. I thought it was no better than a travelogue except for one thing: For the first time in my life I realized why it would be good to be rich. Seeing the scenery off Aristotle Onassis' yacht and getting my first real peek into the lifestyle of the rich and famous opened my eyes. To paraphrase Martha Stewart: It was a good thing. Funny, I don't remember the sex scene. I hadn't seen the movie since it was on the big screen and found the lovemaking session with the mistress memorable this time. Maybe because I was younger and single back then, it was no big deal.",neg,Negative,neg
"I saw this movie, and I do like horror movies. I did not know what to expect, but as soon the movie was on his way it was nice to watch it. The idea was pretty original and the acting was nice. Especially Jenna Dewan as the exciting evil Tamara. The hardest thing about horror movies, is to make a good ending. But there the movie failed. For a change, a end scene in a hospital, where suddenly all employees are gone. First you see doctors and nurses running around, but then they all went home? No cries for help while being chased by Tamara, Escaping to the roof (also a smart move...not) and off course a kind of open ending. No....the movie started great, the main part was nice to watch, but they really messed up the ending using all clichés from bad horror movies. Jeffrey Reddick failed in my eyes with this movie, after making some really quality movies like Final Destination 1 and 2. If you like a good horror full of cliché endings, Tamara is a good movie to watch. For me, I like movies which surprise me.",neg,negative,neg
"This is really a terrible film by any of the regular yardsticks. Plot, storyline, acting, effects, direction   I could go on. Suffice to say it's poor. However, it has a certain appeal. Many totally out of context sex scenes appear, it's fun looking for the Batman references. Umm   that's it. Poor really, don't bother.",neg,Negative,neg
I had to see this on the British Airways plane. It was terribly bad acting and a dumb story. Not even a kid would enjoy this. Something to switch off if possible.,neg,Negative,neg
"This was so bad I can't even review it. So I'll jot some sentences about what I witnessed, and it'll be up to you to decide.  Captain Kirk, with toupee and tubby gut, is rock climbing Yosemete's El Capitan. Spock meets him halfway riding on a floating skateboard like hovercraft. Kirk falls. Spock flies down, catches him inches before Kirk hits the ground head  first.  Later, that night, Spock, Kirk and McCoy are eating beans around a campfire. Spock likes the beans. Then, Kirk and McCoy sing ""Row Row Row Your Boat"", and want Spock to join in on the three way harmony. Spock doesn't want to sing. And later that night, he disagrees. ""But life isn't but a dream, Captain"". Should I go on?  Okay... A renegade Vulcan, who happens to be Spock's half brother, leads a revolt on a sandy planet   taking hostages. The crew of the enterprise land on the planet, and Uhura, pushing fifty five and weighing two hundred some odd pounds, lures the natives with her bare legs. But they can't trick the brother, who claims he can find God.  He kidnaps the crew and the Enterprise. They go to a planet where a big bearded apparition, claiming to be God, spits fire at Kirk, Spock, and McCoy. Spock's sibling, realizing it isn't God   but is really a form of himself   or something   joins with the apparition in order to destroy it and... sparks fly.  Then, after stuff happens too complicated to explain involving Klingons who resemble Lorenzo Lamas...  The Three Amigos   Kirk, Spock and McCoy   return to Yosemite (did I mention, Kirk was wearing a GO CLIMB A ROCK T shirt?). With Spock playing some kind of funky Vulcan guitar, they sing ""Row Row Row Your Boat"", this time all three harmonizing as the credits roll.",neg,Negative,neg
"Is it a poorly acted, cliche ridden pile of trash? Of course. Anyone who doesn't realize that when they pick up the box in the video store probably doesn't have any right judging movies in the first place. Thus, I will now rate the aspects of the film that we actually care about on a scale of 1 to 10: Violence and gore: 4    For this genre, there are very few deaths, and the gore is almost non existent. Anyone looking for a little blood should probably look elsewhere. The only redeeming quality is the fact that kids are doing these awful things, which raises the bar a little. Suspense: 1    Okay, I feel bad for anyone who gets scared by this trio of dorky looking kids. Nudity sex: 7    Lots of boobage from three different women, one of whom is the MTV vj Julie Brown. There are two sex scenes, but little is shown in them. Unintentional humor    4    There are a few good laughs with the kids trying to act scary, but all in all, it's just bad, not funny bad. Overall    4    It's not unwatchable. There are a few fun moments, and enough nudity to keep your attention for the entire movie. However, only watch this movie if you're a big fan of the 80's slasher flicks. This definitely falls on the lower end of the scale, but it's not all the way at the bottom. The real downside is the disappointing ending. It almost ruined the movie for me.",neg,Negative,neg
"ALEXANDER NEVSKY is nothing short of a grand film on a grand scale. The film opens a window to a world and culture most Americans will never become acquainted with. And much has been said and written regarding the film's thinly veiled patriotism in the face of imminent war with the German Nazis. By US standards the acting is a bit stilted. The screenplay is short on words and big on visuals and action. And while the action can become tiresome, the visuals are often stunning. Direction is incredible. On another note, fans of Ralph Bakshi animation might notice that he stole a lot of his visuals for WIZARDS directly from a copy of ALEXANDER NEVSKY.",pos,Positive,pos
"This isn't a good movie. Plain and simple. Take out the hardcore sex scenes and what you have is a mediocre plot, average acting (at best), plodding direction, and dull dialogue. Add in the grot and you've got mediocre plot, average acting, plodding direction, dull dialogue, with lashings of hardcore porn. Trouble is the porn's nothing special either. So it's not a good movie, and nor is it a good porno. It fails on both counts. They can say that women made this movie and they were intending to do this with it, and that with it, etc. But talk's cheap, the end result is what counts, and what we have here is a mediocre movie with some sex thrown in for shock value to try and con you into wasting your time watching it. One of those movies where you'd rather have the time you spent watching it back.",neg,negative,neg
"Jack Frost returns with an army of Styrofoam balls that can only be foiled by being shot with super soakers loaded with margaritas. How's that for a plot? The film hinges on such a ridiculous premise that it barely raises an eyebrow when characters are killed with BBQ tongs and are impaled by carrots. You might even say the whole movie is skating on thin ice (ba boom tish). Admittedly, there are some fantastic one liners including a remark about the Murderous Coconut Shark. Fair enough times are hard, but that does not excuse the willingness of the actors to take part in such utter tripe. For those fans hoping to see Jack Frost, be prepared to accept him as merely a phallic carrot creeping up the beach with corny voice over commentary.",neg,negative,neg
"This film is a classic seventies cop flick that for some reason has been sadly overlooked. It is basically French Connection meets Bullit. Roy Scheider plays the head of an elite group of detectives, known as the ""Seven Ups""  One of their men is discovered during an undercover op and is killed. Scheider and his team must find his killers. They become involved in a battle with the mob. The highlight of the film has to be the car chase, obviously included to cash in on the success of Bullit. However, this car chase outshines Bullitt due to its length, speed and sheer excitement.It's a breathtaking roller coaster ride that ends rather unexpectedly and spectacularly. Don't miss this little gem !!",pos,positive,pos
"Though not a huge fan, I am a Three Stooges purist. I believe that their best work, by far, was with Curly as the third Stooge and their earliest films are generally their best. That's because after a while, they began remaking their films and the gags started to get stale. Here, in 1934, they were still rather fresh (in more ways than one) and funny. Here they boys play very improbably roles  respected doctors in a hospital! The three run amok acting silly, hitting each other and scaring the pants off anyone who expects to get better. The non stop energy and freshness make this one a must see for fans. By the way, although I liked this film, I STRONGLY recommend you try to find a much lesser known short from tiny Educational Pictures. NIFTY NURSES is much like MEN IN BLACK but manages to be funnier and is about the best hospital comedy of the era  better even than Laurel & Hardy's COUNTY HOSPITAL.",pos,Positive,pos
"My wife is a mental health therapist and we watched it from beginning to end. I am the typical man and can not stand chick flicks, but this movie is unbelievable. If you want to see what it is like for someone who is going through these type of struggles, this is the movie for you. As I watched it I found myself feeling sorry for him and others like him.  ***Spoiler*** Plus the fact that all the individuals in the movie including the people in the mental institution were the actual people in real life made it that more real. A must see for someone in the mental health profession!",pos,Positive,pos
"This film is not one of those films so bad you get annoyed and mad because it seems to be so up its own arse and yet it completely not funny. It's just that there is nothing of interest in this film. There are no real jokes that make you amused, you just watch for 80 minutes, then turn it off. I bought this on very budget DVD and I'm glad because it's not worth much. This isn't even one of those films that's so bad you can watch it with friends when getting drunk high and have a good giggle. I didn't hate it like I hate some films, but it is rather boring, and not worth investing any time in. The only people who voted 10 on the votes for this film must have been connected to it somehow because I cannot imagine anyone actually liking this film other than small children passing time",neg,Negative,neg
"Conrad Phillips stars in the 1950s action adventure series   William Tell. Set in the fourteenth century during the hostile Austrian occupation of Switzerland, William Tell is a reluctant freedom fighter, battling heroically against the tyranny and oppression of the invading forces. William tell is the Swiss version of Robin Hood. Conrad Phillips plays the protagonist fantastically. It is possible that Pascal Bugnion would have had greater success in the role, but he was unavailable at the time of filming. The classic action show is made up of series of 39. The episodes are in black and white, but this does not detract from the entertainment in any way.",pos,Positive,pos
"It's along the line of comedy of errors, mistaken affection transferring from one to another, blossoms and passes onkinda cat and mouse situations Flares of passion, sparks of fire fanned and put outguessing maybe she loves, he loves or they love Circle of emotions, evolving, releasinghiding, yet not hidingwanting to let him know, wanting to let her know, let them know Good ensemble cast in spite of the seemingly confusing mix of emotions from different parties involved.  It's a refreshing charmer, casual, free and easy and rather down to earth    not Hollywood glamorous like ""Notting Hill"", but lots of human feelings, frailty, vulnerability a flowing. Yes, all revolving around an accidentally (lost &) found love letter. Kate Capshaw as the owner of the town's bookstore, with a variety of characters portrayed by Ellen DeGeneres, Tom Selleck, Blythe Danner, Tom Everett Scott, Gloria Stuart, Alice Drummond and Geraldine McEwan as the seemingly unaffected Mrs. Scattergoods. Romance is in the air, love lurking everywhere. You get to appreciate the talented Kate Capshaw. (""The Alarmist"" is another quirky little movie which is fun to watch: Capshaw has a wonderful chemistry with David Arquette, and Arquette with Stanley Tucci). ""Notting Hill"" is satisfying in its story revolving around the glittering pairing of Julia Roberts and Hugh Grant, and the wonderful support of his circle of (London) friends. ""Love Letters"" is delightful in its quirky (Loblolly) small town ness, and its story involving Kate Capshaw's centrifuged ripple effects on her friends and neighbors. Both maybe fantasies, somehow, the latter felt more attainable if it should happen to you. And if you appreciate words or poetic lines, it could be the movie for you.",pos,Positive,pos
"Very poor script and acting. I was very surprised that the director was able to convince his cast with his empty story that tells us nothing new. All is in the cliché of the ""mentor"" and the ""talented immature pupil"". The characters aren't' even interesting nor sympathetic. Artistically it is as empty and insignificant. The colours are very impersonal and light. Only the poster may be appealing. Al Pacino tries very hard to give depth to his character with no success. Too bad because the sport betting can be a really interesting subject to which many could relate. But I can't have a complete comment on this movie any way as i got out from the theatre 20 minutes before ending. Everything was so predictable that it was a waist of time...",neg,Negative,neg
"How LIVING THE DREAM managed to get into the Laemmle 5 in West Hollywood is beyond me, as it is the worst film I have ever seen in my life. I should have known when the first scene opened in gasp, Eugene, Oregon ,that this dud of a film with characters that you want to like and feel sorry for from their exclusion days from high school,but can't, as they are such losers, is so wooden and atrocious with dialog that is beyond bad. Then, cliché, the three high school losers end up in LA, and here is where the film could have been realistic if it had shown them trying to find a career in acting. But no, one works as a used car salesman, the other is a true loser in a garage call center selling magazines. Even the bastard that runs the place has more audience appeal than that dreadful actor with the horrible foreign accent. And, they fraudulently get money from an insurance scam to set up an Executive Recruitment firm with no experience, just showing ""the supposed good life"" in LA night spots with a cast of actors that are so wooden and bad, they better not have SAG cards... I could go on and on about this bad film, but I ended up walking out of the theater, which had at the start six people, and when I left four men were the only ones in the audience. I wanted to like this film, but I couldn't find one merit in the story, characters, writing, dialog, nor the actors. Whoever cast this film should retire. Amen...enough...",neg,negative,neg
"When I read the synopsis for ""Messiah"" in the television guide, I was not prepared for what was in store. The story follows DCI Metcalfe trying to solve a case of grisly murders being taken out across London. He soon realises a pattern, there is a serial killer on the loose, killing people with similar names and jobs to those of the 12 Apostles and their killings are identical to their matching Apostle. The two part series kept me right on the edge of my seat, with Metcalfe closely pursuing the killer, but always missing him within a couple of seconds and discovering the gruesome mess he has left behind of his ill fated victim. ""Messiah"" is sure to cause a great deal of controversy, but nonetheless it is the greatest piece of drama the BBC has shown in a long time.",pos,Positive,pos
"This show is pathetic. I can't even begin to imagine how anyone with an IQ greater than that of a can of split pea soup that's past its expiration date can willingly sit through this garbage for an entire half hour. It is one of those rare shows that is so mind numbingly awful in every respect you can honestly say you are less intelligent simply from watching it. I conducted a study and found that the average person loses 10 IQ points for every fifteen seconds they watch this show. That is second only to another Comedy Network abortion, Popcultured (19,863,221 IQ points per second lost) and pretty much a tie with Girls Will Be Girls. Keys to the VIP owes each and every one of us an apology. Whenever I watch this travesty of a show, I feel sad for society. How is it allowed to continue?",neg,negative,neg
"Why remake the original ""Assault""? To my mind ""Assault"" was Carpenter's true masterpiece. It had all the elements good Carpenter movies contain. External threat on a small group of individuals. People taking the challenge because they are forced to do so. Isolation! Just remember, the guns in Carpenter's original made no sound, being thus a lot more threatening than conventional devices. And now this remake. Concentrating on ""main character I""s psychology and on his relation to main character II (the evil but honorable). The anonymous threat in the Carpenter movie replaced by a rather conventional conspiracy corruption background. The ""remakers"" just didn't understand the main plot of the original. And thus produced something pretty ordinary.",neg,Negative,neg
"Wow... just... wow. There are a lot of reviews on this movie already but I wanted to add some comments of my own. I agree with most reviewers who have said this movie has terrible acting, writing, and directing   whoo boy does it ever. However, I think there is some other problems here. 1. Why is Christian belief and the allowance for extraterrestrial life mutually exclusive? The film acts as though you just can't be a Christian and also allow for the possibility? Why? They ever so briefly touch on this in the film (i.e. ""The Bible doesn't say there is aliens."" ""Well, the Bible doesn't say there isn't.), but the actual rebuttal is never answered. The Bible really doesn't say there isn't. So how about dealing with the question instead of dismissing it out of hand? Or better yet, acknowledge that this is an infinite universe we live in and if we believe in an infinite God there is the possibility that he made some other life somewhere and has his own plans for them. 2. How come the ONLY two explanations for the abductions that are valid are demons and hoax? What about sleep paralysis and night terrors which have been linked to abduction experiences? What if it's something else entirely? Too bad the film makers already have their minds made up. 3. The film makers claim that all who have had abduction experiences have had ties to the occult. That's a pretty big claim to make without any factual evidence to present. I'm not necessarily arguing that they don't, but if you're going to say something so asinine you'd better have the facts to back it up. 4. Why does the other reporter (not the Greasy Haired Blonde Guy, the other one) always have his hands in his pockets? It's hard to take someone seriously when they're constantly playing pocket pool. I WISH this had been an exploration of Christian faith and UFO phenomena, but unfortunately the film makers were too concerned with their ""Faith Message"" to care much about make a thought provoking movie. As a Christian myself, this saddens me.",neg,negative,neg
"This Norwegian film starts with a man jumping over the subway, apparently committing suicide. But the next scene shows him arriving in a lonely bus into a desert. He meets a man, and is shipped off to a mysterious city, where he starts working in an aseptic modern office as an accountant. The coworkers seem nice, if guarded, he soon meets a girlfriend, yet the city seems utterly strange, as food has no taste, alcohol doesn't make you drunk, and there's nary a children around. Is this a dream, or is he in paradise, or in hell?. While at times, the films looks as extended episode of The Twilight Zone (even at ninety minutes, the movie seems a bit long), it is quite thought provoking. The best scenes are those in which the exaggeration is minimal, as when the people engage in banal conversations about interior decoration, and recoil at discussing deeper issues. I always thought there was something inhuman in advanced capitalist societies, in the way they try to repress the basic urges of human nature. And this movie is best when it devastatingly critiques this life style. Unfortunately, the movie ends up a big long, and the director doesn't seem to know how to end it, but most for of the running time this is very much worth seeing.",pos,Positive,pos
"Peter Boyle was always a great actor and he proved it by his performance as a gun ho Bigot, making me hate him everytime he used the ""N"" word, I watched him and his big mouth and wanted to punch his lights out. ( Just think, Peter Boyle was a Monk once) (Now a supporting actor in ""Everybody Loves Raymond"") Susan Sarandon making her first debut need a bath right away and enjoyed sharing it with someone else in his own dirty water. I noticed a large Raggerty Ann Doll(creator, John Gruelle) was the only thing that Susan could actually trust and love and the doll appeared in quite a few scenes. If you really want to know about the way out 70's with drugs, free love and pipe dreams, then, enjoy the excellent direction of John G. Avildsen (""Rocky and ""The Karate Kid"") I always thought that Peter Boyle should have been blown away in the end!! This is definitely a cult classic well worth viewing and sharing with others.",pos,Positive,pos
"Totally forgettable movie but an unbelievable soundtrack: I'd give it (soundtrack)a 9 out of 10. I have the CD and the guitar work (Nils Lofgren) is superb! I saw the movie years ago and had to check IMDb to remember what it was about. I obsessed about getting the soundtrack and have since had to replace it. It ranges from blues soul ballad to a dose of gospel. All songs written, arranged, produced and performed by Nils Lofgren who is the ""other"" lead guitarist opposite Steve Van Zandt in the E Street Band. This dude can play! The vocals are handled by Nils (he can't sing very good too raspy), Bonnie Sheridan (who is a great singer) and Tom Lepson.",neg,Positive,pos
"I discovered ""The Patriot"" in a DVD store and thought it could be a real action thriller. No, it´s instead a low budget movie with a ridiculous story. It´s no doubt a cable movie and not one for the theatre. Fortunately after 90 minutes the movie stops otherwise the audience should have taken an anti virus against sleep. One thing came over: it was the nice country the film has been shot. You can really feel the American air but that´s all. I hope for Steven Seagal that he finally succeeds in a big hit. It is not a must see because I and my wife voted average 4 10.",neg,negative,neg
"*BE WARNED OF POSSIBLE SPOILERS* A friend told me to check out this series, and I'm glad I took her words for it. I read the synopsis on the DVD cover and I was immediately intrigued. The main protagonist is Muslim? No way, this is a first! It's about an FBI agent who is under deep cover to penetrate a possible sleeper cell in LA; and get this   he is a practicing Muslim. I was a little skeptical at first, half expecting some hero or the antagonist to spout maybe silly, gratuitous and mindless holier than thou fanatic drivels... let's face it, a lot of shows have been guilty of this. But then I watched the first three episodes, and I thought: Okay, this is good. It wasn't until episode four (""Scholar"") when I was well and truly impressed. I would like to commend on the great writing and also, superb performances from the actors. I just love how complex every one of these characters   they're not straight out two dimensional cardboard cutout good guys bad guys. Michael Ealy gives a wonderful and believable performance as the Muslim FBI agent Darwyn Al Sayeed, treading the fine line between being the good Muslim and being a man with flaws. Oded Fehr gives his character Farik an interesting depth   Farik is not the typical oily Middle Eastern stereotype, but simply someone who truly believes in his cause and doesn't see himself as a fanatic but a man willing to do whatever extreme measures to justify his beliefs. He's very charismatic and authoritative. But I would say that it was Alex Nesic's performance that clearly left an impression in me in ""Scholar"". His portrayal of his character's emotional struggle was amazing   torn between the softly spoken words of a Muslim scholar encouraging him to return to the non aggressive way because it is the only acceptable way in God's eye and Farik's persuasion to believe otherwise. I'm looking forward to watch more shows like this, and not some ridiculously high octane one man show series. It's clever and open minded.",pos,positive,pos
