text,true,response,pred
I was actually looking forward to this movie. The commercials made it look real cool and action packed. And I heard that Claire Daines' character was arrested for assault so I thought that maybe she would kick a lot of ass and that would be cool. BUT NOOOOOOOO!!. Their was hardly any action at all and the character were all kinda bland. The only saving grace was Omar Epps and even he didn't help this movie much.,neg,negative,neg
"ALEXANDER NEVSKY is nothing short of a grand film on a grand scale. The film opens a window to a world and culture most Americans will never become acquainted with. And much has been said and written regarding the film's thinly veiled patriotism in the face of imminent war with the German Nazis. By US standards the acting is a bit stilted. The screenplay is short on words and big on visuals and action. And while the action can become tiresome, the visuals are often stunning. Direction is incredible. On another note, fans of Ralph Bakshi animation might notice that he stole a lot of his visuals for WIZARDS directly from a copy of ALEXANDER NEVSKY.",pos,Positive,pos
"I am not a Faulkner fan (which is considered sacrilegious, especially since I grew up near the author's hometown); however, I think this is an excellent movie. On par with the quality of the movie ""To Kill a Mocking Bird"". If you haven't seen it, buy it anyway. It's well worth having in your permanent collection. TCM recently played the movie as a part of the Race on Film series. I wish they'd play it more often. Very moving. On a side note, the folks from Oxford, Mississippi, will also enjoy seeing the footage of the town square as it was back in the 1940's. The Courthouse, City Hall, etc.: They're all on screen. I never knew the movie was filmed there until I noticed the familiarity of the buildings. When I saw the arch in the front of City Hall, I began to get suspicious. Look closely at the pennants on Chick's wall: You'll see two for Ole Miss !",pos,Positive,pos
"A four and a half hour O'Neill play gets boiled down to a little under two, and much of that running time is devoted to actors with frozen expressions on their faces as they read their characters' thoughts in voice over. It can work onstage, but it looks hilariously stilted in this soap opera adaptation, which soft peddles its heroine's bad behavior and never explains why she has so captivated so many men. Norma Shearer and Alexander Kirkland, overacting ludicrously, are outclassed by a naturalistic Clark Gable  he's the only one who makes the frozen face technique work. It gets even funnier when Shearer's and Gable's son, a surly moppet, does the frozen face shtick. There are also Frank Morgan's brother Ralph as an unsuccessful suitor, given to soliloquizing ""poor Charlie!"" over and over again, and a young Robert Young and Maureen O'Sullivan. By the time they show up, the voice overs have largely been abandoned, and it plays as a ripe soap, with a sentimental fadeout that actually plays ""Silver Threads Among the Gold"" as background music. Robert Leonard's direction is stodgy and he shows little facility for reining in hyperactive actors. It's certainly entertaining  there's nothing else like it, unless you count Groucho's satirical parody in ""Animal Crackers,"" or an old Mad Magazine satire that rendered Shirley Booth's sitcom ""Hazel"" a la ""Strange Interlude"". But it isn't good.",neg,negative,neg
"Seriously, this film is not. Steve Guttenburg is constantly forcing his tough guy dialogue and then giving everyone the evil eye all the time. He just wasn't believable, he seems like he's trying to be a badass and he sucks at it. I just remember him as the millionaire dad with the Olsen twins in It Takes Two...so, this is a BIG change. I rented this film for Sean Bean, and he dies (as usual). Only this time he didn't get impaled on a boat anchor (Patriot Games), smashed by a giant satellite dish (Goldeneye), or get run over by cows(The Field). He just got shot, real quick like and civil, and that was all I got from this film that they didn't kill him off in an extremely grotesque and morbid way. How sad is that? I was only watching it for the 3 seconds that Sean was in it, and then the rest was rubbish. I actually tried to watch and understand the plot, but there really wasn't one. Seemed a little like Mission Impossible with the hole,""Oooooo! There's a mole! It's the leader of the group, and NO ONE EXPECTED IT! Let's trap him! Let's frame the underdog good guy so we can get away with it!"" Cliched and tired, this movie was a waste of time.",neg,negative,neg
"Director   lead actor Dutcher revels in this look at me film, wherein he attempts to gain worldly acceptance for tarnishing the otherwise very upbeat world of Mormon missionaries. Some of the acting is fair. But some roles are unrealistic, i.e. the ominous (rather than fatherly) Mission President, etc. The film does give a fair look at how some missionaries may struggle with their faith, but the actual missionary program he claims to represent is far from his concept of it, in terms of being upbeat, cohesive, and inspired. The only inspiration I see in this film is Dutcher's self inspiration. The film is slow and boring, and the shooting and screenplay look like a college student project.",neg,Negative,neg
"This is another Universal fun filled fright fest.Many people want to compare it to House Of Frankenstein.Even though it has similar cast and the same director it can stand on its own.(It does appear that Erle C Kenton directed most of the Universal horror films of the 40's). The plot recap:Baron Latos appears at the home of Dr Eidlemann seeking a ""cure"" for his vampirism.Larry Talbot (who somehow survived House OF Frankenstein) also shows up at the good doctors door seeking a cure for his affliction.After a failed suicide attempt Talbot and the doctor find the Frankenstein monster. To complicate matters just before he bites the dust, Dracula infects the good doctor with his blood.The doctor becomes a bloodthirsty maniac at certain times.Where this leads to is something you'll have to see for your self. Carradine actually gives a very good performance as Dracula. He isn't chewing up the scenery as he will in later roles. It is hard to repress giggles when he appears in a top hat though.The cape cloak is traditional but the hat has to go. Where does the hat go when he changes into a bat...? Onslow Stevens gives an excellent portrayal of the doctor. He's torn between his basic kindness and the increasing blood lust he is now prone to. This is a very underrated performance.Chaney brings even more life to the Wolf Man in his 4th appearance in that role. The monster isn't given much to do this time.Just lay on the table until the end(some stock footage from the Ghost Of Frankenstein is used).At least in House Of Frankenstein he was up and around a bit. Yes this does stick to the basic Universal pattern complete with the angry village mob running amok with torches.But it isn't a bad way to spend an hour and ten minutes.It gets a low 8.",pos,positive,pos
"When King Kong stripped her of her top in the 1976 remake, I was breathless. I don't know how many times I went back to see that movies hoping to see more. Jessica Lange was not a great actress then (She became one), but she was so hot! I went to see ""Sweet Dreams"" when it came out because, by that time, Ms. Lange had become a great actress. It looked like a wonderful story. And she's always exciting to see. I never walked out of a movie faster. My wife concurred. When we got into the car, I turned to her, and said, ""If you had told me I would get bored watching Jessica Lange take her clothes off, I would have said your crazy. I just got bored watching Jessice Lange take her clothes off!"" How bad is that?",neg,Negative,neg
"There are so many holes in the plot, it makes you wonder if they knew they had an audience for this and just threw it together. I don't know much about George Zucco, but I've seen him in two movies. Obviously, he has been cast as the loving father, mad scientist, vampire guy. He looks so ordinary. I'm surprised that he ended up in the genre. This is the typical, ""I will create monsters that can be used to fight as an army."" By transferring wolf blood (or is it coyote) to his hired hand, he turns him into a werewolf. Glen Strange, who was one of Karloff's successor's as the Frankenstein monster, plays the kindly, lovable hired man who is victimized because he trusts the mad doctor. At first the scientist is able to control when Petro (his name) can be transformed. But, like the invisible man, suddenly he starts morphing on his own and becomes a liability. There is a little love story of the daughter and a reporter with kind of a high pitched voice (Golly Miss Brooks). She wants to leave but her father, the doctor, won't allow that. He is also driven by a group of his peers who mocked his research before and now he is going to have satisfaction. The way he plot to embarrass or kill them is pretty far fetched and depends a lot on Petro and the guys sitting around waiting to be attacked. It's not a very good movie. The strong point is atmosphere of the woods as people and monsters lurk around the Spanish moss. Once again, the townsfolk are a bunch of morons, who look like they escaped from a bad western. One thing that stayed with me was that a little girl is the first victim and that seems unusual for a film of this era. There's also a pipe smoking old lady who knows about werewolves but nobody listens to her.",neg,Negative,neg
"The 1998 version of ""Psycho"" needed to be set back in the 60's, rather than present day. The headliners would have done a good job with the setting. There were two scenes that just stuck out like a sore thumb. The first one was at the beginning of the movie when Marian Crane (Anne Heche) was sitting at her desk. Her boss took his client into his office because ""it was air conditioning."" I imagine that the majority of Arizona businesses have air conditioning. The other was the meeting of Lila Crane (Julianne Moore) & Sam Loomis (Viggo Mortensen). Lila sporting the Walkman seemed like an exaggeration to update the movie. The movie did spook a number of the viewers in the theater.",neg,Negative,neg
"Being a fan of bad movies, I was thrilled to find a 3 pack of cr@ppy horror at Best Buy today. The set was cheap and included a terrible film called ""the Dark"" that I actually remember seeing in the theater. The remaining 2 were equally as bad. ""Creatures from the Abyss"" being probably the worst of the bunch. Since they were all bad that isn't saying much. But its stupidity, bad acting, terrible effects and retarded storyline actually made this one a lot of fun to watch. I was rolling on the floor with each new plot development. The discovery of the abandon ship, the missing crew, the realization that there was something terribly wrong!!! It was great!!! Of course, everyone's favorite scene seems to be the sex scene. OMG!! I almost lost it!!! Between that an the ""monster cam"", I have to say I enjoyed this film a lot. I am a fan of bad movies so I enjoyed it but in all fairness, I did have to give the movie a 1. IT WAS AWFUL... But if rubbish is your bag, at least rent this one... (YES the BAD pun was intentional)",neg,positive,pos
"(Spoilers more than likely... nothing really important you couldn't have figured out yourselves) Yeah, it's really weird. I rented it at a Blockbuster for the reason it had absolutely NO description of the movie on the back of the box, only a list of the bands that had songs in it. But after that, I had a dikens of a time finding it, even here on IMDB. I kept confusing it with ""Night of the Demons,"" but, you know, they're basically the same thing.  The parts I loved most about this movie was the whole thing in the garage. That black gym guy was hilarious the way he screamed ALL the time. Even when screaming wasn't really necessary, he'd let out a ""LISTEN UP NOW!! BLOCK THE DOOR WITH CARS!!!!"" and so, they'd run cars head on into other cars. But, then he got balls and shafted by a zombie with a broom stick I believe it was. The other part that kinda caught my attention was the part with the crash outside the building with the guys that they girl didn't want to come over... To what significant aspect of the movie did that give us? What was it? Why was it there? Why did the movie end with a guy breaking the TV's in a studio? I saw that there was a zombie running towards the screen, but he was kinda far away. I mean, he could have just turned the TV off. Yes, this movie was shot on a whim and yes, I hated it. Good day...",neg,Negative,neg
May be I don't get it right. I mean the movie. It does not make me happy or whatever has to do . Maybe because of my mood. Anyhow this one is a simple family movie with kids for actors. Just admit that   all movies of that kind cannot pass the barrier of 4 out of 10 never mind who is playing in the movie(example Antonio Banderas was playing in that kind of movies... two or three of them cant remember the exact count). I got bored. I almost fall asleep just because the topic is so cliché and the actor play was so predictable. But I am sure that my kid will love this movie when he grows up... Hey Im not a monster I found some hilarious or good moments in the movie. The owls in the movie were sooooo cute. The trick with the painted police car windows and the hits that the kid received in the head by a golf ball...,neg,Negative,neg
"First, I want to clear a common misconception: It is not unrealistic that the school Zoey goes to gives students laptops. At my school, those in grade 7 and higher must have Apple Macbooks (this is payed for in the entrance fee). Moving on. This show is very annoying. It has boring, predictable plots and bad acting. Often in the show it brings ""girl power"" to a new high, with girls beating guys in everything they try. But that is not the worst. The worst is that girls are nevertheless all portrayed as being focused on their personal appearances, and screaming whenever they are happy. Except for the one smart girl, who is portrayed as a freak who is obsessed with ugly boys and science. However, this show is very addictive. I do not know why, but it is. Although, the most recent season has been SO terrible, bringing the stereotypes, boring plots, and bad acting to extremes I never thought were reachable, so I am no longer addicted, thankfully.",neg,Negative,neg
"One of Starewicz's longest and strangest short films follows a toy dog in search of an orange after becoming animated by the tear of the mother of a girl who longs for an orange. The dog comes upon an orange after falling out of the back of a car on his way to be sold, but at night must protect the orange when he comes enters a devilish nightclub featuring many bizarre and scary characters. With the help of a stuffed cat, the dog gets the orange back to the little girl and she is saved from a terrible scurvy death. The Mascot features new techniques I have not yet seen in Starewicz's films. The addition of sync sound and a mixture of live action with the stop motion animation makes for a new twist on Starewicz's old style of puppetry. Live scenes of moving cars and people's feet walking by as a puppet sits on the concrete sidewalk is impressive and fresh. The honking of cars and cries of street vendors is noteworthy due to the fact that small studio shifts to sound were costly and Starewicz's utilization of the new technology seems like old hat. New puppet characters in this film are frightening contributions to the devil's club scene. Twigss and newspaper shreds come to life. Skeletons of dead birds lay eggs which hatch skeleton chicks. Characters come flying in from all over on pats and pans and rocking horses. A new editing technique uses quick zooms which are accomplished through editing to speed up the pace of what before might have been a slow scene. Overall, Starewicz is able to update his style of film making to meet the demands of a new audience making this film one of the best examples of his work.",pos,positive,pos
"Some guy named Karl Rhamarevich learns how to live on even after death through telekinesis. He's interred in a mausoleum. That same night Julie (Meg Tilly) has to spend the night there to get into a group called ""The Sisters"". And Karl's ""power"" is in full bloom. Silly movie. I saw it in a theatre when I was 21 and was generally bored. The PG rating should have tipped me off  this is a horror movie for kids. One REAL stupid scene at the end has a corpse breaking THROUGH concrete to hit a young guy! For starters corpses are put in HEAD first making it impossible for the corpse to use his arms and there's no way anybody is going to break through concrete. When you're noticing silly mistakes like that, the movie is not doing its job. It has two good scenes  two of ""The Sisters"" are ""attacked"" by floating corpses crowding them in. At one point one of the sisters punches a corpse in the stomach  her hand goes IN the body and she can't pull it out! That scene has stayed with me every since. And there's a cute little bit involving a corpse and a toothbrush at the end (which had my audience laughing). But the rest of the movie is a dim, dull memory. For kids only  adults will be bored. I give it a 3.",neg,negative,neg
"Okay, it's a movie for children, and it's not one of those movies that adults will enjoy as well. However, there are some unintentionally funny moments, most of them involving holes in the story. For example, the kid needs a computer part to bring his dad back to normal, and he doesn't have the money. So, does he ask his father for the dough? Nope, he STEALS IT and gets caught. Kids, if I'm ever turned invisible, I'll advance your allowance, ok? Also, while this kid is at the police station (no doubt about to be charged with criminally lame acting), his beautiful blond teacher comes in, announces who she is and where she works, then BUSTS THE CHILD OUT OF THE SLAM IN FRONT OF THE COPS! To make matters worse, instead of making a quick getaway, they then SIT IN THE PARKING LOT OF THE POLICE STATION AND LAUGH ABOUT THEIR ACHIEVEMENT. You know, I hate to pick, but the kid DID steal something and ought to face the consequences, but maybe being in this movie is punishment enough. Y'all avoid it!",neg,negative,neg
"As long as you don't mind paying a little more attention than you normally might for other films, this is one of the best ""thrillers"" you'll ever see. The film portrays an incident that might occur in real life; nothing in it seems fictional at all, in fact. It also portrays how people might react in real life. In fact, it portrays these so well that is seems like real life. Combine that with the lack of a soundtrack, and you've almost got the best news like movie you've ever seen. Jane Fonda and Jack Lemmon are particularly good in this late seventies masterpiece, evoking concern on her end and genuine tragic pity on his end. I highly recommend it to anyone who likes thrillers.",pos,positive,pos
"Maybe we Aussies just have a totally different sense of humour and therein my lie the only problem here. I have a database of all the DVDs I own (including those received as gifts   which this was) and so, when entering a new one, I always refer to IMDb for such info as genre, runtime, director, leads etc. When entering this, I noted that it was a comedy and so I decided to watch it at a time when I wanted something light and a good laugh. Well, it was neither! There were absolutely NO laughs at all and an inordinate amount of gratuitous profanity (are there REALLY radio announcers allowed to broadcast the sort of filth that Steve Jones dishes out? What if a decent child happened to tune to his station?). Rather than enjoy a good laugh (or even a little giggle) I found the whole thing thoroughly depressing. I have given it 3 out of 10 but, to be honest, I don't know what those 3 are for! I suppose the basics of lighting and sound weren't too bad!  We have an ostensibly stone broke loser (Giovanni Ribisi) who still seems to be able to drive a reasonable car (who pays for the fuel?) and live in what could be a nice apartment (who pays his rent?) Given the opportunity of forming what might have been some sort of meaningful relationship with what turned out to be a nice girl, he even blew that! Perhaps it was she (Lynn Collins) who earned this movie the 3 points! The fact that she works as a stripper rather than a hairdresser is one of the few aspects of this movie that makes sense (""I make as much in one night doing this as I do in two weeks' hairdressing""). Unless you want to get depressed and bored to the teeth, forget it!",neg,negative,neg
"I like Steven Seagal but I have not a CLUE what this movie was about. I am not easily lost with movies but I had no idea who was on who's side. Hopefully some of his future movies will be a little better. My wife still thinks he looks good in black jeans, however. :P",neg,negative,neg
"8 2008. When I originally wrote my comments, shortly after first seeing this film, I took a critical view, feeling that Lemmon and Matthau had basically ""phoned in"" their performances, which paired them in a manner they'd done several times previously. But upon seeing it again, it seemed different, especially in view that neither of the two main mega stars lived a great deal longer after its release. With the exception of Spiner, all of the eight principals are performers with considerable experience, and likewise unavoidably a lot ""longer in tooth"" than we've seen in many of their other film and t.v. work. But isn't almost everyone? Seeing it again, while it certainly won't be regarded as a ""classis"" in any of their careers, it is a fun film, with a lot of interesting scenery as well. From my viewpoint, it reminds me that many films, plays, etc., can often be looked at either from a very critical viewpoint, or looking instead to the lighter side, without expecting a film to be another ""Citizen Kane,"" ""Casablance,"" or (in terms of the two leads), another original ""Odd Couple."" It also will provide a continuing piece of nostalgia for Lemmon and Matthau, as well as the others in the cast.",pos,positive,pos
"another eli roth in the making. self promoting, bad script writing excuse for a horror director. victor is as far from the new horror icon as mary poppins (reference to the Disney score). what is going on here? you have marilyn manson opening and closing this piece of crap and chitty chitty bang bang all through it. can this even be called horror? horrible, yes, but horror is a stretch. David lynch should sue them for stealing the elephant man prosthetics. please stop these fan boy want to be directors now. the video directors already have enough competition breaking into the film industry. getting online and talking about how great your movie is does not make it true. stop the insanity. i work in the industry and yes these films are fun to work on, but rarely ever entertaining to actually watch.",neg,negative,neg
"In one of the many Bugs Bunny Daffy Duck cartoons, Elmer Fudd is out hunting, and Daffy tries to get him to shoot Bugs. Needless to say, Bugs has his own agenda. Moreover, ""Rabbit Seasoning"" makes interesting use of word order and pronouns (warning: it just might hilariously and royally mess up your speech). I think that probably my favorite aspect of this cartoon is the costumes worn by Bugs and Daffy. One of them seems like it would have been risqué for 1952 (especially in a cartoon), but they pull it off perfectly, as they always did. All in all, this just goes to show what geniuses the people behind these cartoons were.",pos,Positive,pos
"Now I like Victor Herbert. And I like Mary Martin and Allan Jones. But it would have been nice to see a real biography of Victor Herbert. Walter Connolly as Herbert does have a decent resemblance to him in his latter years Jones and Martin sing beautifully though. The Herbert music is just there to adorn the plot line concerning these two musical performers. Jones's John Ramsay is a frail character, very similar to Gaylord Ravenal in Showboat who Jones also played. As for Mary Martin, it's a mystery why she never had a good Hollywood career. She did films with Bing Crosby and Dick Powell as well as this one. She performed well, but movie audiences didn't take to her. The best musical moment in the film is Jones and Martin in a duet of Thine Alone. The recordings I have of the song are individual and it was written as a duet. There's also a pleasant scene with Jones and Martin riding bicycles swapping Herbert songs as they ride. The real Victor Herbert with his womanizing and his Irish patriot background and his musical training in Germany where he developed a love for all things German would have been a fascinating study. He was also a cello virtuoso before he turned full time to composing. I have to take strong exception to the reviewer who said Cuddles Sakall would have been a good Victor Herbert. Sakall as Irish, HELLO. Nice movie, but the real Vic would have been so much better.",pos,Positive,pos
"To judge a movie just for the landscapes,decor,costumes....it is just not right , you are missing the core : THE STORY A movie has to narrate something , to tell a story something that impress you . Yes , I was pleased by the sea , cliffs , clear water and all that but ... There is the plot ? They are more interesting movies with mad people , such as : FLIGHT OVER THE CUCKOO""S NEST...etc...etc. This one is about a crazy woman who is more attached to dogs than his children or his husband. Just a clear psychiatric case !!!! Nothing extraordinary.Unfortunately a waste of time . And there is all that rage coming from ? Fish smell ? Sea ?",neg,Negative,neg
"""The Next Karate Kid"" is a thoroughly predictable movie, just like its predecessors. Its predictability often results in a feeling of impatience on the viewer's part, who often wishes the story could move a little faster. Despite its lulls and its extreme familiarity, however, this fourth entry in the series is painless, almost exclusively because of the presence of Morita. He doesn't seem tired of his role, and he does inject some life and humor into the film, becoming the best reason for you to see it. Not awful, but nothing much, either.",neg,Negative,neg
"If I had to pick the most depressing movie, try to be suspenseful I've seen it'd be this one. I know about how good the original is supposed to be, it had better be better then this one. The movie's so dark and depressing but it isn't interesting to watch either I've seen depressing ""thriler"" type movies that were saved because of the suspense to counteratc and balence the dark quality. Vanishing didn't have that, This was so disturbing to watch to begin with and there was nothing positive to make this a classic type movie. I think another IMDb poster got it right in saying this genre has just seen thrillers done in a far superior way. I completely agree I would recommend skipping this one maybe I'll watch the original some day but I doubt it. I give this a 2 out of 10.",neg,negative,neg
"""Season on the Brink"" is one of my favorite books of all time   an insightful unflinching look at Bob Knight and his Indiana Hoosiers. And Dennehy is one of my favorite supporting actors of all time. So I made a point of watching this adaptation. It disappointed on every level. Dennehy's performance was less than inspired, and he seemed unprepared to play Knight   like he had accepted the role just prior to filming. The rest of the cast isn't much better. And it was obvious that this was ESPN's first movie. It was poorly directed, poorly filmed, and the lack of budget was obvious anytime games were being simulated (smaller gyms, empty seats, etc.) Skip this adaptation and read the book   it holds up well to this day!",neg,negative,neg
"I didn't see this movie when it originally came out, but there has been a couple songs sharing the title and the term still gets used from time to time and I figured there must be something to the flick, so I dug it up and gave a view. Now I would like the approximate hour and forty five minutes of my life back(it seemed much longer). There was nothing particularly bad about the movie, the acting was good, no large plot holes, of course there wasn't much plot to have holes in. There just wasn't a lot to the movie. There was some chemistry between the two but nothing compelling about their relationship; Nothing interesting about their story. Near the end when he attempts to chase down the train to catch his fleeing romance, neither my wife nor I wanted him to catch her. Honestly we figured they were better off with out each other and if they did get back together we really didn't care. So what's that say about this love story when even a 25 year old sappy romantic like my wife had no emotional investment in the relationship. I should have left this one in the ""missed"" category. Logan Lamech www.eloquentbooks.com LingeringPoets.html",neg,negative,neg
"""Caribe"" is not a masterpiece in any of its storytelling aspects. However, it delivers a perfectly enjoyable story, along with a magnificent cinematography. The narrative structure is set around two narrative axes, one of them embedding the other, each one having elements that relate and co exist in excellent harmony. The story never loses the right pacing, and it shows a very good blending of the human figure with its natural environment (which is a character in itself). The acting is great, and for that we owe credit to the emerging director, Esteban Ramírez. Furthermore, the characters are very well written and masterfully complex; so, once you become familiarized with them, you can perceive their feelings without them even saying anything. I can't say I liked this picture because of all the hype it generated(in Costa Rica), but rather because of the way it really achieves in showing an interesting portrait of what happens when you interfere with the equilibrium of people's lives. Hopefully, Caribe will establish a reference for future projects in Costa Rica, as it is a very good example of nice movie making.",pos,positive,pos
"I missed the beginning of the film. I came in when the partisan's were in the farm house. I can truthfully say that it was horrifying. The moral ramifications are staggering.  My fear of pain and torture leave me unable to see myself other than cowardly. I see the Christ like ability that was depicted by the brave patriot, and I can only pray that I could or would have the moral turpitude to follow his example. I see that a main theme of the film is to show the weakness strength of the tortured, but what a dismal decision to have to be confronted with. All because the soul of man can be distorted in such a way that, pain and suffering being brought to bear on a fellow human being is in some way satisfying. Be it mental or physical.  I found the film very thought provoking.",pos,positive,pos
"When It Comes to ANY Movie that was made in or about the South,The Characters are Labeled Racist or Hillbillies or Even Worse That Awful RACIST TERM ""Rednecks"". This Movie Was a Murder Mystery, Plain & Simple. It was a Great Murder Mystery & Did Demonstrate Some Of Human Feelings About Each Others Race. The Same Type of Observations Made By Black Character Actors Toward Whits in Todays' Movies. Before Watching This Movie, One Should Get the ""MISSISSIPPI BURNING"" Chip off of Ones' Shoulder & Enjoy the Plot, Wonderful Acting, & Reminiscent Scenes of Simpler Times That While are Gone, They Will Not be Forgotten. Mr.Faulkner Did His Hometown of OXFORD,Miss. Justice by Having this Movie Shot There. The Producer Noted While Shooting the Movie There, His Stereotypical Perception of Whites were Misconcieved & That He Observed WHite & Black Townspeople & Locals Getting Along With Each Other in the Same Way. So, Sit Back & Enjoy one of Mr Faulkner's Great Classics & Try to Figure out Who The Killer Really Is...",pos,positive,pos
"Tomorrow Is Another Day is NOT the sequel to Gone with the Wind but a lovers on the lam story, and a surprisingly alert and moving one as well. For a supposed hack relegated to B minus features like The Devil Thumbs A Ride, Felix Feist proves adept at filling his work with unexpected, inventive details. Steve Cochran leaves prison after 18 years for killing his brutal father when he was only 13, and now he's still a tentative, gawky pubescent operating inside a man's hulky frame. Lonesome, he visits a 10 cents a dance palace and falls for brassy, grasping Ruth Roman. But the sudden shooting of her police bigwig boyfriend causes the ill matched couple to hit the road, ending, like the Joads, in a California migrant worker camp.  Roman's the revelation; in her best known role, as Farley Granger's fiancee in Hitchcock's Strangers on a Train, she was ill  and under used. Here she modulates persuasively from bottle blonde taxi dancer to sacrificing wife and mother to be (and a brunette, to boot). Cochran's almost as good, waffling between the suspicion of a wounded child and the explosive reactions of an under socialized male. And the ending, while unconvincing, is nonetheless welcome. Along with They Live By Night and Gun Crazy, Tomorrow Is Another Day displays a redeeming sweetness and warmth that belie its film noir pedigree.",pos,positive,pos
"I thoroughly enjoyed this film when it was first released, and on each occasion I've seen it since. The political drama is effective, if not especially new or inspired. The decades since the release of the film have demonstrated that the willingness to cut costs at the expense of public safety is definitely not just something imagined by a screenwriter. However, I think the most impressive element of this film is Jack Lemmon's performance. It is absolutely astonishing to watch him at work. He has the gift to be able to communicate so much, at times without saying a word. Next time you watch this film, check out Jack's face at the times he is not saying anything. He does not need to speak (or worse yet, to mug) to let you know what's going through his mind. I am calling this a spoiler, because of the impression it made on me when I first saw the film: in Lemmon's last scene in the film, as he is lying on the floor, he feels a slight vibration. The terror in his eyes is one of the most frightening images I have seen in any film. It is perfect acting, because it conveys instantly the threat about to occur  if Jack's character is so terrified, there is certainly something awful about to happen. And it does.",pos,Positive,pos
"God cuts himself with a straight razor, afterwards, he gives birth to mother earth, which then gives birth through gods semen, son of earth.  This is a one and a half an hour movie that sort of depicts a dark version of how god created the world. Its surreal, dark and poetic. The most important aspect of the film to me is the visuals. Its shot in a very grainy black and white film, using both slow motion and normal shooting. Sometimes even fast film and stop motion. The scenes are long and dragged out, that sets a very weird mood. No sounds were recorded when filming (i think), sound effects were added afterwards, such as criccets, water and other ambient sounds, repeated over and over. As you might understand this movie is certainly not for the impatient person... I often felt it was similar to David Lynch's Eraserhead, only this one is even harder to understand, and even more dragged out, but that's okay for me, I like that kind of stuff. Its certainly not entertainment (at least not the Hollywood kind) so if your going to check it out, i recommend you set yourself up for it. Be open minded, and except something like the end of 2001: a space odyssey.",pos,Positive,pos
"I saw this movie with my girlfriends and we all loved it! It is so sweet and heartwarming, a real tear jerker! I was still thinking about the story days after i'd seen the movie. It's such a beautiful story about the difficult things all families go through, it's something anybody can relate to. I really recommend this movie to anybody looking for a Saturday night rental. With your girlfriends, your family, your boyfriend, everyone will really enjoy it! :D It's a real story about a real family that would pull at anyones heartstrings. Not to mention, beautiful landscape shots and fantastic acting. See it, i'm sure you'll love it as much as I did!",pos,Positive,pos
"I was looking forward to seeing Bruce Willis in this, especially since I remember being mesmerised by the original when I was young. This movie is a perfect example of how movie companies can take a very good story and dumb it down until it's just another formula ridden hype of the fabled American law enforcement system army VS, (the Russians.... no sorry the cold war is over, make that WITH the Russians) VS the TERRORISTS, similar to probably 50 other movies. Furthermore it treats its audience like a bunch of idiots. The choice of weapon is well, plain ridiculous, are we seriously expected to believe that the world's most feared and experienced hit man terrorist would select that for an assasination? The whole point of the original story was the tense dual of intellects between the ordinary detective who is given the responsibility and the professional who crafts a ruthless but elegant plan to reach his target and then get away. None of that survived. All we have is the tired old American CIA FBI army vs the evil terrorist plot, we've all seen 1000 times before. But of course the movie company's MBA's realised that a new intellectual angle here would lose them revenue from the short attention span gang, so the answer is ......Bruce Willis, BIG explosions and a crippled plot. They assume the American audience wont be able to relate to a threat to a foreign statesperson (where is France on the map afterall) so it has be an American! Another example of a movie defiled by the boardroom.",neg,negative,neg
"Being in the suburbs of New York when the Z Boys were creating history in Dogtown, I was only exposed to a glimpse of what was going on. I had a P O S Black Knight skateboard with clay wheels. It is long gone, and on the ash heap of my personal life. But I never forgot. It's like watching long lost brothers and friends, and it hits me right where I live. I cannot watch this film enough. Every time I view it, some other aspect rises to the top, some other viewpoint come into sharp focus. The vintage footage, the incredible stills, the current personalities intermeshed with the vivid shadows of the brightly lit past, the heartfelt and not over done narrative, all beautifully edited together in such a way as to make a landmark documentary of a genuine slice of American history. In the words of Glen Friedman   ""It was F ing unbelievable.""",pos,Positive,pos
"I should've realised it was a sign of things to come when the trailer for this film bored me. Having watched several ""indie"" films on the strength of the reviews on here, and subsequently finding that my view is completely opposite to those other reviewers, I began wondering if it's possible I am watching completely different films from these people, or are they perhaps friends family etc of the film makers trying to 'big up' their work? Hmmm. Are you interested in seeing an amateur's homage to Pulp Fiction and 11:14, except done with worse actors, a silly score (undermines various scenes) and unbelievable jumps in logic? If not, then skip this film. Here is my open letter to two of the players in this film. Alfonso Morgan, please, please, please, stop trying to 'be' Samuel L Jackon a la Pulp Fiction. No one can do what he does as well as he does. Director, please come up with something original. It does you a disservice to churn out this stuff pretending to be Quentin Tarantino. Simply dire, and I really cannot see how anyone could say this is a good film. It is a disgrace that people have somehow managed to put a score of 8.5 on this, the same as films like Pulp fiction or Goodfellas. It is no where near these movies; a 4 or 5 would be a more reasonable average rating, I give it a 3.",neg,negative,neg
"Peter Boyle was always a great actor and he proved it by his performance as a gun ho Bigot, making me hate him everytime he used the ""N"" word, I watched him and his big mouth and wanted to punch his lights out. ( Just think, Peter Boyle was a Monk once) (Now a supporting actor in ""Everybody Loves Raymond"") Susan Sarandon making her first debut need a bath right away and enjoyed sharing it with someone else in his own dirty water. I noticed a large Raggerty Ann Doll(creator, John Gruelle) was the only thing that Susan could actually trust and love and the doll appeared in quite a few scenes. If you really want to know about the way out 70's with drugs, free love and pipe dreams, then, enjoy the excellent direction of John G. Avildsen (""Rocky and ""The Karate Kid"") I always thought that Peter Boyle should have been blown away in the end!! This is definitely a cult classic well worth viewing and sharing with others.",pos,positive,pos
